SS-2 Robot Pose Translated 
ID   x        y      
178  20.0578  -6.8103 
179  20.1012  -6.8033 
180  20.1443  -6.7965 
181  20.1882  -6.7896 
182  20.2317  -6.7830 
183  20.2750  -6.7765 
184  20.3188  -6.7701 
185  20.3619  -6.7638 
186  20.4059  -6.7576 
187  20.4491  -6.7516 
188  20.4931  -6.7456 
189  20.5362  -6.7398 
190  20.5802  -6.7341 
191  20.6228  -6.7286 
192  20.6671  -6.7231 
193  20.7114  -6.7177 
194  20.7550  -6.7124 
195  20.7983  -6.7073 
196  20.8415  -6.7024 
197  20.8862  -6.6974 
198  20.9299  -6.6926 
199  20.9734  -6.6880 
200  21.0176  -6.6833 
201  21.0610  -6.6789 
202  21.1052  -6.6744 
203  21.1484  -6.6702 
204  21.1918  -6.6659 
205  21.2368  -6.6616 
206  21.2802  -6.6576 
207  21.3246  -6.6536 
208  21.3681  -6.6497 
209  21.4125  -6.6458 
210  21.4562  -6.6419 
211  21.5005  -6.6382 
212  21.5444  -6.6345 
213  21.5883  -6.6309 
214  21.6321  -6.6273 
215  21.6758  -6.6238 
216  21.7202  -6.6204 
217  21.7642  -6.6170 
218  21.8082  -6.6136 
219  21.8522  -6.6104 
220  21.8959  -6.6071 
221  21.9396  -6.6040 
222  21.9837  -6.6008 
223  22.0261  -6.5978 
224  22.0696  -6.5948 
225  22.1152  -6.5919 
226  22.1600  -6.5890 
227  22.2044  -6.5862 
228  22.2484  -6.5835 
229  22.2925  -6.5808 
230  22.3363  -6.5781 
231  22.3800  -6.5755 
232  22.4247  -6.5729 
233  22.4687  -6.5705 
234  22.5121  -6.5682 
235  22.5547  -6.5660 
236  22.5991  -6.5638 
237  22.6450  -6.5616 
238  22.6891  -6.5595 
239  22.7327  -6.5576 
240  22.7766  -6.5557 
241  22.8209  -6.5538 
242  22.8648  -6.5520 
243  22.9094  -6.5503 
244  22.9534  -6.5487 
245  22.9976  -6.5471 
246  23.0411  -6.5456 
247  23.0851  -6.5441 
248  23.1291  -6.5427 
249  23.1718  -6.5413 
250  23.2160  -6.5399 
251  23.2616  -6.5385 
252  23.3058  -6.5372 
253  23.3499  -6.5359 
254  23.3937  -6.5347 
255  23.4368  -6.5335 
256  23.4810  -6.5323 
257  23.5250  -6.5312 
258  23.5688  -6.5300 
259  23.6140  -6.5289 
260  23.6587  -6.5278 
261  23.7028  -6.5267 
262  23.7468  -6.5256 
263  23.7909  -6.5245 
264  23.8349  -6.5235 
265  23.8780  -6.5225 
266  23.9224  -6.5214 
267  23.9664  -6.5204 
268  24.0107  -6.5194 
269  24.0553  -6.5184 
270  24.0990  -6.5174 
271  24.1414  -6.5164 
272  24.1861  -6.5154 
273  24.2296  -6.5145 
274  24.2741  -6.5135 
275  24.3194  -6.5125 
276  24.3626  -6.5116 
277  24.4071  -6.5106 
278  24.4515  -6.5097 
279  24.4956  -6.5088 
280  24.5394  -6.5078 
281  24.5836  -6.5069 
282  24.6275  -6.5060 
283  24.6704  -6.5051 
284  24.7146  -6.5043 
285  24.7595  -6.5034 
286  24.8038  -6.5028 
287  24.8458  -6.5024 
288  24.8909  -6.5020 
289  24.9353  -6.5017 
290  24.9795  -6.5013 
291  25.0237  -6.5010 
292  25.0671  -6.5007 
293  25.1094  -6.5004 
294  25.1539  -6.5001 
295  25.1992  -6.4998 
296  25.2428  -6.4996 
297  25.2872  -6.4993 
298  25.3311  -6.4990 
299  25.3736  -6.4987 
300  25.4187  -6.4984 
301  25.4630  -6.4982 
302  25.5061  -6.4979 
303  25.5506  -6.4976 
304  25.5947  -6.4974 
305  25.6386  -6.4971 
306  25.6824  -6.4969 
307  25.7249  -6.4966 
308  25.7697  -6.4964 
309  25.8137  -6.4961 
310  25.8578  -6.4959 
311  25.9011  -6.4956 
312  25.9454  -6.4954 
313  25.9892  -6.4951 
314  26.0331  -6.4949 
315  26.0768  -6.4946 
316  26.1207  -6.4944 
317  26.1643  -6.4942 
318  26.2083  -6.4939 
319  26.2517  -6.4937 
320  26.2958  -6.4935 
321  26.3393  -6.4932 
322  26.3833  -6.4930 
323  26.4268  -6.4927 
324  26.4708  -6.4925 
325  26.5146  -6.4923 
326  26.5583  -6.4920 
327  26.6018  -6.4918 
328  26.6457  -6.4916 
329  26.6894  -6.4913 
330  26.7330  -6.4911 
331  26.7768  -6.4909 
332  26.8204  -6.4906 
333  26.8639  -6.4904 
334  26.9077  -6.4902 
335  26.9514  -6.4899 
336  26.9949  -6.4897 
337  27.0386  -6.4895 
338  27.0823  -6.4892 
339  27.1260  -6.4890 
340  27.1697  -6.4888 
341  27.2134  -6.4885 
342  27.2571  -6.4883 
343  27.3008  -6.4881 
344  27.3445  -6.4879 
345  27.3880  -6.4876 
346  27.4320  -6.4874 
347  27.4757  -6.4872 
348  27.5194  -6.4869 
349  27.5633  -6.4867 
350  27.6070  -6.4865 
351  27.6504  -6.4862 
352  27.6945  -6.4860 
353  27.7380  -6.4858 
354  27.7820  -6.4855 
355  27.8252  -6.4853 
356  27.8697  -6.4851 
357  27.9136  -6.4848 
358  27.9570  -6.4846 
359  27.9999  -6.4844 
360  28.0449  -6.4842 
361  28.0875  -6.4839 
362  28.1325  -6.4837 
363  28.1766  -6.4835 
364  28.2200  -6.4832 
365  28.2633  -6.4830 
366  28.3083  -6.4828 
367  28.3518  -6.4825 
368  28.3943  -6.4823 
369  28.4396  -6.4821 
370  28.4838  -6.4818 
371  28.5276  -6.4816 
372  28.5715  -6.4814 
373  28.6150  -6.4812 
374  28.6594  -6.4809 
375  28.7031  -6.4807 
376  28.7473  -6.4805 
377  28.7912  -6.4802 
378  28.8352  -6.4800 
379  28.8788  -6.4798 
380  28.9222  -6.4795 
381  28.9669  -6.4793 
382  29.0100  -6.4791 
383  29.0529  -6.4788 
384  29.0983  -6.4786 
385  29.1425  -6.4784 
386  29.1859  -6.4782 
387  29.2307  -6.4779 
388  29.2745  -6.4777 
389  29.3183  -6.4775 
390  29.3620  -6.4772 
391  29.4065  -6.4770 
392  29.4503  -6.4768 
393  29.4944  -6.4765 
394  29.5373  -6.4763 
395  29.5805  -6.4761 
396  29.6252  -6.4759 
397  29.6707  -6.4756 
398  29.7144  -6.4754 
399  29.7579  -6.4752 
400  29.8019  -6.4749 
401  29.8459  -6.4747 
402  29.8900  -6.4745 
403  29.9336  -6.4742 
404  29.9788  -6.4740 
405  30.0228  -6.4738 
406  30.0659  -6.4736 
407  30.1095  -6.4733 
408  30.1539  -6.4731 
409  30.1974  -6.4729 
410  30.2425  -6.4726 
411  30.2857  -6.4724 
412  30.3292  -6.4722 
413  30.3743  -6.4719 
414  30.4187  -6.4717 
415  30.4627  -6.4715 
416  30.5070  -6.4712 
417  30.5510  -6.4710 
418  30.5951  -6.4708 
419  30.6392  -6.4706 
420  30.6832  -6.4703 
421  30.7256  -6.4701 
422  30.7694  -6.4699 
423  30.8136  -6.4696 
424  30.8576  -6.4694 
425  30.9030  -6.4692 
426  30.9474  -6.4689 
427  30.9901  -6.4687 
428  31.0344  -6.4685 
429  31.0794  -6.4682 
430  31.1224  -6.4680 
431  31.1666  -6.4678 
432  31.2115  -6.4676 
433  31.2553  -6.4673 
434  31.2994  -6.4671 
435  31.3420  -6.4669 
436  31.3865  -6.4666 
437  31.4314  -6.4664 
438  31.4754  -6.4662 
439  31.5187  -6.4660 
440  31.5630  -6.4657 
441  31.6073  -6.4655 
442  31.6505  -6.4653 
443  31.6941  -6.4650 
444  31.7390  -6.4648 
445  31.7835  -6.4646 
446  31.8274  -6.4643 
447  31.8710  -6.4641 
448  31.9152  -6.4639 
449  31.9593  -6.4637 
450  32.0033  -6.4634 
451  32.0466  -6.4632 
452  32.0908  -6.4630 
453  32.1352  -6.4627 
454  32.1791  -6.4625 
455  32.2224  -6.4623 
456  32.2668  -6.4620 
457  32.3105  -6.4618 
458  32.3547  -6.4616 
459  32.3988  -6.4614 
460  32.4427  -6.4611 
461  32.4867  -6.4609 
462  32.5305  -6.4607 
463  32.5741  -6.4604 
464  32.6183  -6.4602 
465  32.6614  -6.4600 
466  32.7056  -6.4597 
467  32.7500  -6.4595 
468  32.7939  -6.4593 
469  32.8378  -6.4591 
470  32.8817  -6.4588 
471  32.9246  -6.4586 
472  32.9692  -6.4584 
473  33.0133  -6.4581 
474  33.0566  -6.4579 
475  33.1008  -6.4577 
476  33.1447  -6.4575 
477  33.1886  -6.4572 
478  33.2323  -6.4570 
479  33.2755  -6.4568 
480  33.3197  -6.4565 
481  33.3638  -6.4563 
482  33.4076  -6.4561 
483  33.4508  -6.4559 
484  33.4938  -6.4556 
485  33.5383  -6.4554 
486  33.5826  -6.4552 
487  33.6256  -6.4549 
488  33.6700  -6.4547 
489  33.7132  -6.4545 
490  33.7575  -6.4542 
491  33.8013  -6.4540 
492  33.8449  -6.4538 
493  33.8886  -6.4535 
494  33.9322  -6.4533 
495  33.9760  -6.4531 
496  34.0196  -6.4529 
497  34.0631  -6.4526 
498  34.1069  -6.4524 
499  34.1504  -6.4522 
500  34.1942  -6.4519 
501  34.2378  -6.4517 
502  34.2813  -6.4515 
503  34.3250  -6.4513 
504  34.3686  -6.4510 
505  34.4123  -6.4508 
506  34.4558  -6.4506 
507  34.4996  -6.4503 
508  34.5431  -6.4501 
509  34.5866  -6.4499 
510  34.6304  -6.4497 
511  34.6742  -6.4494 
512  34.7180  -6.4492 
513  34.7617  -6.4490 
514  34.8054  -6.4487 
515  34.8491  -6.4485 
516  34.8925  -6.4483 
517  34.9358  -6.4480 
518  34.9800  -6.4478 
519  35.0241  -6.4476 
520  35.0677  -6.4473 
521  35.1115  -6.4471 
522  35.1547  -6.4469 
523  35.1991  -6.4467 
524  35.2429  -6.4464 
525  35.2867  -6.4462 
526  35.3305  -6.4460 
527  35.3742  -6.4457 
528  35.4181  -6.4455 
529  35.4618  -6.4453 
530  35.5050  -6.4450 
531  35.5482  -6.4448 
532  35.5929  -6.4446 
533  35.6358  -6.4443 
534  35.6807  -6.4441 
535  35.7233  -6.4439 
536  35.7669  -6.4437 
537  35.8125  -6.4434 
538  35.8562  -6.4432 
539  35.8994  -6.4429 
540  35.9441  -6.4427 
541  35.9880  -6.4425 
542  36.0316  -6.4422 
543  36.0748  -6.4420 
544  36.1195  -6.4418 
545  36.1635  -6.4416 
546  36.2071  -6.4413 
547  36.2503  -6.4411 
548  36.2948  -6.4408 
549  36.3391  -6.4406 
550  36.3830  -6.4404 
551  36.4269  -6.4401 
552  36.4708  -6.4399 
553  36.5146  -6.4397 
554  36.5585  -6.4394 
555  36.6022  -6.4392 
556  36.6454  -6.4390 
557  36.6891  -6.4387 
558  36.7341  -6.4385 
559  36.7779  -6.4383 
560  36.8216  -6.4380 
561  36.8658  -6.4378 
562  36.9098  -6.4376 
563  36.9536  -6.4373 
564  36.9974  -6.4371 
565  37.0415  -6.4368 
566  37.0854  -6.4366 
567  37.1289  -6.4364 
568  37.1726  -6.4361 
569  37.2169  -6.4359 
570  37.2606  -6.4357 
571  37.3048  -6.4354 
572  37.3481  -6.4352 
573  37.3920  -6.4350 
574  37.4360  -6.4347 
575  37.4798  -6.4345 
576  37.5243  -6.4343 
577  37.5682  -6.4340 
578  37.6120  -6.4338 
579  37.6550  -6.4335 
580  37.6980  -6.4333 
581  37.7427  -6.4331 
582  37.7869  -6.4328 
583  37.8309  -6.4326 
584  37.8756  -6.4323 
585  37.9183  -6.4321 
586  37.9619  -6.4319 
587  38.0071  -6.4316 
588  38.0512  -6.4314 
589  38.0951  -6.4311 
590  38.1370  -6.4309 
591  38.1809  -6.4307 
592  38.2265  -6.4304 
593  38.2696  -6.4302 
594  38.3138  -6.4299 
595  38.3571  -6.4297 
596  38.4012  -6.4294 
597  38.4460  -6.4292 
598  38.4899  -6.4289 
599  38.5326  -6.4287 
600  38.5766  -6.4285 
601  38.6213  -6.4282 
602  38.6653  -6.4279 
603  38.7091  -6.4277 
604  38.7530  -6.4274 
605  38.7968  -6.4272 
606  38.8396  -6.4269 
607  38.8818  -6.4267 
608  38.9270  -6.4264 
609  38.9720  -6.4261 
610  39.0150  -6.4257 
611  39.0592  -6.4240 
612  39.1033  -6.4216 
613  39.1467  -6.4192 
614  39.1894  -6.4168 
615  39.2340  -6.4143 
616  39.2783  -6.4116 
617  39.3220  -6.4089 
618  39.3656  -6.4061 
619  39.4094  -6.4032 
620  39.4531  -6.4002 
621  39.4968  -6.3971 
622  39.5405  -6.3940 
623  39.5831  -6.3909 
624  39.6274  -6.3876 
625  39.6714  -6.3843 
626  39.7149  -6.3808 
627  39.7578  -6.3773 
628  39.8020  -6.3737 
629  39.8452  -6.3701 
630  39.8871  -6.3665 
631  39.9316  -6.3627 
632  39.9764  -6.3587 
633  40.0198  -6.3548 
634  40.0636  -6.3508 
635  40.1069  -6.3467 
636  40.1497  -6.3426 
637  40.1939  -6.3383 
638  40.2371  -6.3341 
639  40.2808  -6.3297 
640  40.3240  -6.3254 
641  40.3677  -6.3208 
642  40.4109  -6.3162 
643  40.4544  -6.3115 
644  40.4975  -6.3068 
645  40.5410  -6.3020 
646  40.5843  -6.2972 
647  40.6271  -6.2922 
648  40.6707  -6.2871 
649  40.7139  -6.2820 
650  40.7571  -6.2768 
651  40.7999  -6.2715 
652  40.8433  -6.2660 
653  40.8861  -6.2606 
654  40.9294  -6.2550 
655  40.9722  -6.2494 
656  41.0155  -6.2435 
657  41.0584  -6.2377 
658  41.1014  -6.2318 
659  41.1442  -6.2258 
660  41.1872  -6.2196 
661  41.2298  -6.2135 
662  41.2729  -6.2071 
663  41.3157  -6.2007 
664  41.3584  -6.1941 
665  41.4012  -6.1874 
666  41.4439  -6.1807 
667  41.4863  -6.1739 
668  41.5294  -6.1668 
669  41.5721  -6.1596 
670  41.6147  -6.1524 
671  41.6572  -6.1450 
672  41.6998  -6.1375 
673  41.7424  -6.1298 
674  41.7847  -6.1220 
675  41.8270  -6.1141 
676  41.8695  -6.1060 
677  41.9121  -6.0978 
678  41.9545  -6.0894 
679  41.9967  -6.0809 
680  42.0390  -6.0721 
681  42.0811  -6.0633 
682  42.1234  -6.0544 
683  42.1656  -6.0452 
684  42.2078  -6.0359 
685  42.2497  -6.0265 
686  42.2921  -6.0167 
687  42.3343  -6.0068 
688  42.3763  -5.9967 
689  42.4180  -5.9865 
690  42.4604  -5.9758 
691  42.5023  -5.9651 
692  42.5439  -5.9542 
693  42.5842  -5.9434 
694  42.6272  -5.9315 
695  42.6685  -5.9198 
696  42.7092  -5.9081 
697  42.7512  -5.8956 
698  42.7918  -5.8833 
699  42.8325  -5.8706 
700  42.8742  -5.8574 
701  42.9152  -5.8439 
702  42.9555  -5.8304 
703  42.9955  -5.8166 
704  43.0365  -5.8021 
705  43.0761  -5.7878 
706  43.1171  -5.7725 
707  43.1566  -5.7575 
708  43.1969  -5.7417 
709  43.2363  -5.7259 
710  43.2760  -5.7096 
711  43.3148  -5.6932 
712  43.3537  -5.6765 
713  43.3934  -5.6589 
714  43.4319  -5.6414 
715  43.4710  -5.6233 
716  43.5092  -5.6051 
717  43.5474  -5.5865 
718  43.5856  -5.5674 
719  43.6233  -5.5481 
720  43.6609  -5.5285 
721  43.6981  -5.5085 
722  43.7355  -5.4880 
723  43.7715  -5.4677 
724  43.8070  -5.4474 
725  43.8449  -5.4251 
726  43.8817  -5.4029 
727  43.9169  -5.3811 
728  43.9519  -5.3590 
729  43.9889  -5.3351 
730  44.0241  -5.3117 
731  44.0586  -5.2883 
732  44.0931  -5.2645 
733  44.1278  -5.2399 
734  44.1616  -5.2153 
735  44.1961  -5.1898 
736  44.2299  -5.1642 
737  44.2633  -5.1384 
738  44.2964  -5.1122 
739  44.3293  -5.0857 
740  44.3619  -5.0588 
741  44.3938  -5.0319 
742  44.4258  -5.0045 
743  44.4579  -4.9763 
744  44.4893  -4.9482 
745  44.5206  -4.9195 
746  44.5516  -4.8907 
747  44.5824  -4.8613 
748  44.6120  -4.8326 
749  44.6418  -4.8031 
750  44.6717  -4.7729 
751  44.7009  -4.7428 
752  44.7313  -4.7109 
753  44.7607  -4.6794 
754  44.7887  -4.6487 
755  44.8172  -4.6170 
756  44.8452  -4.5853 
757  44.8731  -4.5530 
758  44.9015  -4.5195 
759  44.9287  -4.4869 
760  44.9558  -4.4539 
761  44.9828  -4.4204 
762  45.0093  -4.3870 
763  45.0357  -4.3532 
764  45.0616  -4.3193 
765  45.0867  -4.2861 
766  45.1127  -4.2512 
767  45.1378  -4.2168 
768  45.1630  -4.1818 
769  45.1885  -4.1459 
770  45.2132  -4.1105 
771  45.2376  -4.0751 
772  45.2608  -4.0408 
773  45.2851  -4.0045 
774  45.3093  -3.9679 
775  45.3328  -3.9317 
776  45.3558  -3.8960 
777  45.3790  -3.8593 
778  45.4015  -3.8233 
779  45.4243  -3.7862 
780  45.4470  -3.7489 
781  45.4690  -3.7122 
782  45.4910  -3.6749 
783  45.5128  -3.6376 
784  45.5342  -3.6002 
785  45.5554  -3.5628 
786  45.5765  -3.5251 
787  45.5974  -3.4872 
788  45.6180  -3.4493 
789  45.6384  -3.4113 
790  45.6578  -3.3745 
791  45.6783  -3.3353 
792  45.6982  -3.2965 
793  45.7176  -3.2580 
794  45.7365  -3.2204 
795  45.7559  -3.1808 
796  45.7749  -3.1417 
797  45.7935  -3.1029 
798  45.8120  -3.0637 
799  45.8302  -3.0245 
800  45.8482  -2.9852 
801  45.8660  -2.9458 
802  45.8836  -2.9063 
803  45.9010  -2.8668 
804  45.9182  -2.8271 
805  45.9352  -2.7875 
806  45.9521  -2.7475 
807  45.9686  -2.7079 
808  45.9852  -2.6676 
809  46.0015  -2.6275 
810  46.0176  -2.5874 
811  46.0336  -2.5471 
812  46.0493  -2.5069 
813  46.0650  -2.4663 
814  46.0805  -2.4260 
815  46.0958  -2.3853 
816  46.1109  -2.3450 
817  46.1261  -2.3041 
818  46.1411  -2.2633 
819  46.1558  -2.2225 
820  46.1704  -2.1818 
821  46.1850  -2.1409 
822  46.1993  -2.1004 
823  46.2137  -2.0591 
824  46.2276  -2.0190 
825  46.2419  -1.9773 
826  46.2557  -1.9362 
827  46.2695  -1.8951 
828  46.2831  -1.8540 
829  46.2968  -1.8129 
830  46.3104  -1.7720 
831  46.3242  -1.7307 
832  46.3378  -1.6896 
833  46.3515  -1.6484 
834  46.3652  -1.6073 
835  46.3789  -1.5660 
836  46.3927  -1.5248 
837  46.4064  -1.4836 
838  46.4202  -1.4422 
839  46.4339  -1.4009 
840  46.4477  -1.3596 
841  46.4615  -1.3184 
842  46.4753  -1.2768 
843  46.4892  -1.2354 
844  46.5030  -1.1942 
845  46.5169  -1.1524 
846  46.5308  -1.1112 
847  46.5448  -1.0694 
848  46.5587  -1.0279 
849  46.5726  -0.9868 
850  46.5867  -0.9448 
851  46.6007  -0.9036 
852  46.6148  -0.8617 
853  46.6290  -0.8200 
854  46.6431  -0.7786 
855  46.6574  -0.7367 
856  46.6716  -0.6954 
857  46.6861  -0.6535 
858  46.7005  -0.6121 
859  46.7152  -0.5702 
860  46.7301  -0.5288 
861  46.7456  -0.4869 
862  46.7613  -0.4455 
863  46.7769  -0.4047 
864  46.7930  -0.3624 
865  46.8089  -0.3215 
866  46.8255  -0.2795 
867  46.8418  -0.2384 
868  46.8587  -0.1971 
869  46.8754  -0.1567 
870  46.8927  -0.1155 
871  46.9100  -0.0751 
872  46.9274  -0.0349 
873  46.9454   0.0060 
874  46.9632   0.0461 
875  46.9816   0.0867 
876  46.9998   0.1264 
877  47.0188   0.1673 
878  47.0374   0.2066 
879  47.0560   0.2455 
880  47.0761   0.2868 
881  47.0960   0.3269 
882  47.1157   0.3662 
883  47.1360   0.4061 
884  47.1565   0.4456 
885  47.1770   0.4846 
886  47.1982   0.5242 
887  47.2194   0.5633 
888  47.2408   0.6022 
889  47.2626   0.6410 
890  47.2846   0.6796 
891  47.3069   0.7182 
892  47.3294   0.7566 
893  47.3523   0.7948 
894  47.3752   0.8324 
895  47.3983   0.8698 
896  47.4220   0.9076 
897  47.4459   0.9449 
898  47.4707   0.9830 
899  47.4955   1.0202 
900  47.5204   1.0570 
901  47.5454   1.0933 
902  47.5707   1.1293 
903  47.5966   1.1655 
904  47.6227   1.2012 
905  47.6503   1.2383 
906  47.6770   1.2732 
907  47.7042   1.3082 
908  47.7317   1.3429 
909  47.7593   1.3769 
910  47.7884   1.4120 
911  47.8170   1.4457 
912  47.8461   1.4792 
913  47.8754   1.5122 
914  47.9052   1.5451 
915  47.9365   1.5787 
916  47.9672   1.6109 
917  47.9981   1.6426 
918  48.0288   1.6734 
919  48.0603   1.7042 
920  48.0932   1.7357 
921  48.1257   1.7661 
922  48.1586   1.7961 
923  48.1918   1.8257 
924  48.2255   1.8550 
925  48.2596   1.8841 
926  48.2938   1.9126 
927  48.3279   1.9404 
928  48.3628   1.9681 
929  48.3984   1.9958 
930  48.4336   2.0225 
931  48.4694   2.0490 
932  48.5056   2.0752 
933  48.5419   2.1009 
934  48.5782   2.1260 
935  48.6146   2.1505 
936  48.6515   2.1748 
937  48.6880   2.1983 
938  48.7259   2.2221 
939  48.7642   2.2456 
940  48.8006   2.2674 
941  48.8395   2.2901 
942  48.8789   2.3127 
943  48.9162   2.3336 
944  48.9555   2.3551 
945  48.9955   2.3765 
946  49.0334   2.3964 
947  49.0731   2.4169 
948  49.1137   2.4373 
949  49.1531   2.4568 
950  49.1933   2.4763 
951  49.2336   2.4955 
952  49.2738   2.5143 
953  49.3134   2.5326 
954  49.3541   2.5510 
955  49.3948   2.5692 
956  49.4353   2.5870 
957  49.4749   2.6041 
958  49.5165   2.6219 
959  49.5574   2.6392 
960  49.5985   2.6563 
961  49.6385   2.6727 
962  49.6802   2.6898 
963  49.7207   2.7061 
964  49.7625   2.7227 
965  49.8028   2.7386 
966  49.8448   2.7550 
967  49.8857   2.7708 
968  49.9274   2.7868 
969  49.9683   2.8023 
970  50.0097   2.8179 
971  50.0506   2.8331 
972  50.0923   2.8484 
973  50.1344   2.8638 
974  50.1759   2.8789 
975  50.2175   2.8938 
976  50.2591   2.9087 
977  50.3007   2.9234 
978  50.3423   2.9381 
979  50.3835   2.9525 
980  50.4255   2.9670 
981  50.4672   2.9813 
982  50.5088   2.9956 
983  50.5505   3.0098 
984  50.5919   3.0238 
985  50.6339   3.0379 
986  50.6757   3.0518 
987  50.7171   3.0655 
988  50.7593   3.0795 
989  50.8011   3.0932 
990  50.8430   3.1069 
991  50.8848   3.1204 
992  50.9264   3.1338 
993  50.9684   3.1472 
994  51.0102   3.1604 
995  51.0518   3.1735 
996  51.0940   3.1867 
997  51.1357   3.1996 
998  51.1778   3.2126 
